,tweets
577,"['Iduy101', 'in', datetime.datetime(2019, 11, 5, 9, 42, 15), 0, '@belyobel @DKIJakarta @mrtjakarta Menarik... Coba ah.', 'Between - Behind']"
578,"['NUGROS13', 'in', datetime.datetime(2019, 11, 5, 9, 32, 50), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'ÜT: -6.162329,106.730721']"
579,"['namalisaku', 'in', datetime.datetime(2019, 11, 5, 9, 30, 25), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
580,"['ajiipurnomo', 'in', datetime.datetime(2019, 11, 5, 9, 29, 10), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', ""MOM's HEART BEAT""]"
581,"['dits30', 'in', datetime.datetime(2019, 11, 5, 9, 23, 42), 0, 'Sekedar masukan saja utk @mrtjakarta. Kalau di gerbong ada penumpang yg taruh tas di tmpt duduk sebelahnya yg kosong pdhl ada bbbrp penumpang lain yg msh berdiri, mohon bantuan petugas keamanannya utk menegur. Petugasnya suka diem aja. Makasih :)', '']"
582,"['endangsaputra', 'in', datetime.datetime(2019, 11, 5, 9, 22, 53), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Depok']"
583,"['taciiin', 'in', datetime.datetime(2019, 11, 5, 9, 10), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Live in Jakarta, Indonesia']"
584,"['warganegarabaek', 'in', datetime.datetime(2019, 11, 5, 9, 6, 26), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
585,"['uray_24', 'in', datetime.datetime(2019, 11, 5, 9, 4, 11), 0, '@dsoeprijadi @PT_TransJakarta @mrtjakarta Ini bus Metrotrans low deck mas..mereka kelebihan stock Metrotrans dibanding bus BRT', '']"
586,"['MHarapanita', 'in', datetime.datetime(2019, 11, 5, 9, 2), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta']"
587,"['PiyoFio', 'in', datetime.datetime(2019, 11, 5, 8, 49, 43), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta, Indonesia']"
588,"['prengkiiiii', 'in', datetime.datetime(2019, 11, 5, 8, 48, 30), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
589,"['dsoeprijadi', 'in', datetime.datetime(2019, 11, 5, 8, 47, 55), 0, '@PT_TransJakarta @mrtjakarta Tp kalo sy liat peta rute, Halte Lebak Bulus itu kan jg disinggahi Rute 8, nah Rute 8 itu kan brenti di Halte BRT Lebak Bulus', '']"
590,"['anggar_unyu', 'in', datetime.datetime(2019, 11, 5, 8, 41), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'jigoku to tengoku no aida']"
591,"['shady2brandals', 'in', datetime.datetime(2019, 11, 5, 8, 39, 20), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'ÜT: -6.2130572,106.9662084']"
592,"['fridayfraidee', 'in', datetime.datetime(2019, 11, 5, 8, 33, 22), 0, '@PT_TransJakarta @mrtjakarta kaga bisa bayangin kalo gua masih ngerjain ta dengan sistem yg udah lebih rumit. bisa pusing gua wkwkwk', 'Cinere - Sukolilo']"
593,"['vantivantee', 'in', datetime.datetime(2019, 11, 5, 8, 31, 51), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta - Bali']"
594,"['Fahrezaamfaisal', 'in', datetime.datetime(2019, 11, 5, 8, 28, 3), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Kota Tangerang, Banten']"
595,"['ShafiraVania', 'in', datetime.datetime(2019, 11, 5, 8, 25, 12), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Indonesia']"
596,"['frizieucul', 'in', datetime.datetime(2019, 11, 5, 8, 21, 40), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Pasar Minggu, Indonesia']"
597,"['ggetzy', 'in', datetime.datetime(2019, 11, 5, 8, 19, 31), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Negara Kesatuan Republik Indonesia, United of Republic of Indonesia']"
598,"['PT_TransJakarta', 'in', datetime.datetime(2019, 11, 5, 8, 11), 0, '@dsoeprijadi @mrtjakarta Mohon maaf pada plang bus stop Lebak Bulus. Terima kasih -th.', 'Jakarta']"
599,"['nuriiiin_91', 'in', datetime.datetime(2019, 11, 5, 8, 10, 54), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'In real life']"
600,"['lagisukalari', 'in', datetime.datetime(2019, 11, 5, 8, 9, 15), 1, 'RT @lagisukalari: @ndlahombike @B2WIndonesia @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta @kemenhub151 @DKIJakarta Diskusi itu pen…', 'Kp.Budaya Betawi, Setu Babakan']"
601,"['prabhamw', 'in', datetime.datetime(2019, 11, 5, 8, 9, 13), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Bekasi, Jawa Barat']"
602,"['lagisukalari', 'in', datetime.datetime(2019, 11, 5, 8, 8, 26), 1, '@ndlahombike @B2WIndonesia @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta @kemenhub151 @DKIJakarta Diskusi itu penting memang. Lihatlah bagaimana saya counter attack Buzzers tentang kebijakan jalur sepeda ini. Coba misalnya nih ya, Gubernur DKI non Anies pasti ga ada masalah mau bikin jalur berapa banyak, klo bisa jalurnya tingkat 5 🤣😝.\nNah ini di medsos sudah tak sehat....', 'Kp.Budaya Betawi, Setu Babakan']"
603,"['ilmAudian', 'in', datetime.datetime(2019, 11, 5, 8, 7, 42), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Indonesia']"
604,"['ndlahombike', 'in', datetime.datetime(2019, 11, 5, 8, 4, 3), 0, '@lagisukalari @B2WIndonesia @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta @kemenhub151 @DKIJakarta selain itu jg MNC group, terakhir jumat lalu dg Antara TV, plus radio sonora, 1042FM, dll .. ini lg janjian dg brava radio, sila ke IGTV b2w', '']"
605,"['ais_arza', 'in', datetime.datetime(2019, 11, 5, 8, 3, 45), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'jakarta indonesia']"
606,"['lagisukalari', 'in', datetime.datetime(2019, 11, 5, 8, 1, 30), 0, '@ndlahombike @B2WIndonesia @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta @kemenhub151 @DKIJakarta Saya ini bike to work sejak tahun 2008. Dan masalah jalur sepeda tahap ketiga pun, buzzers politik mulai gentayangan, \n\n""Untuk apa jalur sepeda? Kebijakan gabener yang bikin macet dan jalanan makin sempit,"" katanya. \n\nBuzzers itu Om, kita masalahnya di politik. Ampun dah saya!!', 'Kp.Budaya Betawi, Setu Babakan']"
607,"['apricityeunoia', 'in', datetime.datetime(2019, 11, 5, 8, 1, 20), 4, 'RT @jiminduality: Kenalin aku Amal. Buzzer @BTS_twt buat @tokopedia via @mrtjakarta', '']"
608,"['ndlahombike', 'in', datetime.datetime(2019, 11, 5, 8, 0, 34), 0, '@lagisukalari @B2WIndonesia @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta @kemenhub151 @DKIJakarta bgmna dg Media ? seingat saya nih, saya dan atau @B2WIndonesia sejak Juli lalu intens banget di TVone,Berita satu, Trans media group,SCTV,', '']"
609,"['ndlahombike', 'in', datetime.datetime(2019, 11, 5, 7, 57, 27), 0, '@lagisukalari @B2WIndonesia @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta jg dg teman2 di @kemenhub151 dan bahkan 2 hari lalu sy diskusi seru dg 2 staff TGUPP @DKIJakarta ya mhn maaf kalau dirasa krg kuat bicara', '']"
610,"['stu_pangessss', 'in', datetime.datetime(2019, 11, 5, 7, 57), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
611,"['lagisukalari', 'in', datetime.datetime(2019, 11, 5, 7, 56, 42), 0, '@ndlahombike @B2WIndonesia @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta Diskusi itu baik, tidak salah. Tapi setidaknya ada sedikit bala bantuan saat kebijakan Gubernur Sekarang tentang Perluasan Jalur sepeda  tahap ketiga tak diserang buzzers politik. Ini kan untuk keuntungan juga untuk para gowesers', 'Kp.Budaya Betawi, Setu Babakan']"
612,"['Fadliyaaah', 'in', datetime.datetime(2019, 11, 5, 7, 55, 27), 28, 'RT @qronoz: Corporate Secretary @mrtjakarta mengakui butuh waktu yang tidak sebentar dalam proses pembangunan integrasi CSW. Ia menargetkan…', 'Indonesia']"
613,"['nunaxx_', 'in', datetime.datetime(2019, 11, 5, 7, 53, 41), 0, '@jiminduality @BTS_twt @tokopedia @mrtjakarta tenang mal, percaya aja samaku.\nplease Sg udah bisa dibeli buat aku 🤭', 'Location unknow']"
614,"['dhiniyunitas_', 'in', datetime.datetime(2019, 11, 5, 7, 53, 34), 0, '@diva_faoendra @PT_TransJakarta @mrtjakarta Makasih btw :)', 'Javanese']"
615,"['dhiniyunitas_', 'in', datetime.datetime(2019, 11, 5, 7, 53, 22), 0, '@diva_faoendra @PT_TransJakarta @mrtjakarta Huhu makin jauh :(', 'Javanese']"
616,"['ndlahombike', 'in', datetime.datetime(2019, 11, 5, 7, 53, 16), 0, '@lagisukalari @B2WIndonesia sejak bbrpa thn terakhir sy sering diskusi baik formal maupun informal dg teman2 @itdpindonesia @trotoarian @DishubDKI_JKT @mrtjakarta dll', '']"
617,"['jiminduality', 'in', datetime.datetime(2019, 11, 5, 7, 52, 9), 0, '@nunaxx_ @BTS_twt @tokopedia @mrtjakarta Makasih kak. Tolong terus dukung aku! WKWK', 'Indonesia']"
618,"['dsoeprijadi', 'in', datetime.datetime(2019, 11, 5, 7, 52, 2), 0, '@PT_TransJakarta @mrtjakarta Kalo liat rute 6R lewat Halte BRT Lebak Bulus ya?', '']"
619,"['jiminduality', 'in', datetime.datetime(2019, 11, 5, 7, 51, 53), 0, '@queenranii_ @BTS_twt @tokopedia @mrtjakarta Kagaklah WKWKWKKWWKK', 'Indonesia']"
620,"['nunaxx_', 'in', datetime.datetime(2019, 11, 5, 7, 49, 55), 4, 'RT @jiminduality: Kenalin aku Amal. Buzzer @BTS_twt buat @tokopedia via @mrtjakarta', 'Location unknow']"
621,"['nunaxx_', 'in', datetime.datetime(2019, 11, 5, 7, 49, 53), 0, '@jiminduality @BTS_twt @tokopedia @mrtjakarta semoga sukses mal wkkw', 'Location unknow']"
622,"['jiminduality', 'in', datetime.datetime(2019, 11, 5, 7, 48, 57), 4, 'Kenalin aku Amal. Buzzer @BTS_twt buat @tokopedia via @mrtjakarta', 'Indonesia']"
623,"['VVYND', 'in', datetime.datetime(2019, 11, 5, 7, 38, 24), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Indonesia']"
624,"['ABCDenii', 'in', datetime.datetime(2019, 11, 5, 7, 35, 11), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Samping telor']"
625,"['kharinadhewayan', 'in', datetime.datetime(2019, 11, 5, 7, 31, 4), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Indonesia']"
626,"['PT_TransJakarta', 'in', datetime.datetime(2019, 11, 5, 7, 21, 9), 0, '@dennesbong @mrtjakarta Selamat Siang. Silakan menggunakan aplikasi Tijeku atau aplikasi Trafi yang dapat di unduh di aplikasi Play Store. Terima kasih :) -NV', 'Jakarta']"
627,"['myidviri', 'in', datetime.datetime(2019, 11, 5, 7, 19, 30), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Indonesia']"
628,"['tar_wiwi', 'in', datetime.datetime(2019, 11, 5, 7, 15, 20), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta Capital Region']"
629,"['martilrst', 'in', datetime.datetime(2019, 11, 5, 7, 14, 6), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'DKI Jakarta, Indonesia']"
630,"['dennesbong', 'in', datetime.datetime(2019, 11, 5, 7, 11, 28), 0, '@PT_TransJakarta @mrtjakarta apakah ada aplikasi atau web untuk mengecek rute dan jadwal? dan apabila ada, apakah jadwalnya reliable?', 'Republic of the Philippines']"
631,"['BeritaJakarta', 'in', datetime.datetime(2019, 11, 5, 7, 10), 0, 'PT MRT Buka Pendaftaran Fellowship Jurnalistik\n@mrtjakarta\n#BeritaJakarta\n#BacadiBJ \n https://t.co/nWhGbJ48th', 'Balaikota DKI Jakarta']"
632,"['kiwahtaurus2013', 'in', datetime.datetime(2019, 11, 5, 7, 8, 4), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta Timur']"
633,"['AdipZr', 'in', datetime.datetime(2019, 11, 5, 6, 55, 45), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
634,"['widaeruri', 'in', datetime.datetime(2019, 11, 5, 6, 51, 55), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta Capital Region']"
635,"['oktaviantosndy', 'in', datetime.datetime(2019, 11, 5, 6, 46, 24), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta Selatan, DKI Jakarta']"
636,"['rizkigumelar', 'in', datetime.datetime(2019, 11, 5, 6, 39, 58), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Indonesia']"
637,"['adi_nf01', 'in', datetime.datetime(2019, 11, 5, 6, 39, 41), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'TU/e | 255.255.255.255']"
638,"['hafidzfarizii', 'in', datetime.datetime(2019, 11, 5, 6, 34, 27), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
639,"['_EddieOnye', 'in', datetime.datetime(2019, 11, 5, 6, 34, 1), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
640,"['muhammadyasiirr', 'in', datetime.datetime(2019, 11, 5, 6, 33, 37), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Banda Aceh']"
641,"['wiyaara', 'in', datetime.datetime(2019, 11, 5, 6, 31, 53), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
642,"['MuhRidhh', 'in', datetime.datetime(2019, 11, 5, 6, 30, 15), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'PNK-JOG-JKTA']"
643,"['Ari_AMF', 'in', datetime.datetime(2019, 11, 5, 6, 30, 14), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
644,"['ewin8923', 'in', datetime.datetime(2019, 11, 5, 6, 28, 48), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'DKI Jakarta, Indonesia']"
645,"['hanifsastro', 'in', datetime.datetime(2019, 11, 5, 6, 24, 16), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'DKI Jakarta, Indonesia']"
646,"['shvira', 'in', datetime.datetime(2019, 11, 5, 6, 18, 16), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
647,"['DianDiol', 'in', datetime.datetime(2019, 11, 5, 6, 18, 3), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta']"
648,"['Bagusky', 'in', datetime.datetime(2019, 11, 5, 6, 17, 27), 5, 'RT @BuswayFansC: Rute Baru @PT_TransJakarta Terintegrasi @mrtjakarta\n\n6R| RAGUNAN - ST. FATMAWATI via TB SIMATUPANG - ST. LEBAK BULUS\n\nEfek…', 'Indonesia']"
649,"['qibybo', 'in', datetime.datetime(2019, 11, 5, 6, 14, 40), 28, 'RT @qronoz: Corporate Secretary @mrtjakarta mengakui butuh waktu yang tidak sebentar dalam proses pembangunan integrasi CSW. Ia menargetkan…', '']"
650,"['APran30', 'in', datetime.datetime(2019, 11, 5, 6, 13, 31), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
651,"['Adamsiswantoo', 'in', datetime.datetime(2019, 11, 5, 6, 11, 52), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta Capital Region, Indone']"
652,"['muhammadarighi', 'in', datetime.datetime(2019, 11, 5, 6, 9, 46), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
653,"['Humada_Alfian', 'in', datetime.datetime(2019, 11, 5, 6, 8, 42), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Gresik, East Java']"
654,"['akang_gin', 'in', datetime.datetime(2019, 11, 5, 6, 7, 16), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Garut, Indonesia']"
655,"['7elevenses', 'in', datetime.datetime(2019, 11, 5, 6, 3, 55), 0, '@cakteguh @PT_TransJakarta @mrtjakarta Bantu jawab, ada D21 ( UI - Lebak Bulus via MRT Fatmawati). Via lenteng Agung', '']"
656,"['ddypjj', 'in', datetime.datetime(2019, 11, 5, 6, 2, 13), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta Selatan, DKI Jakarta']"
657,"['dinnputrs', 'in', datetime.datetime(2019, 11, 5, 6, 1, 6), 0, '@PT_TransJakarta @mrtjakarta Mantul jalan dikit lewat khair ini mah', 'nomad.']"
658,"['rikysoeripno', 'in', datetime.datetime(2019, 11, 5, 5, 54, 23), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Indonesia']"
659,"['sudutsepi_', 'in', datetime.datetime(2019, 11, 5, 5, 52, 40), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
660,"['fariznaufal', 'in', datetime.datetime(2019, 11, 5, 5, 50, 30), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'INDONESIA']"
661,"['chindidoth', 'in', datetime.datetime(2019, 11, 5, 5, 50, 23), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Bandung, Indonesia']"
662,"['LydiaEasterina', 'in', datetime.datetime(2019, 11, 5, 5, 48, 26), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'ID/DE']"
663,"['ireneindah_p', 'in', datetime.datetime(2019, 11, 5, 5, 47, 51), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Jakarta Selatan, DKI Jakarta']"
664,"['annisantyas', 'in', datetime.datetime(2019, 11, 5, 5, 45, 39), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', '']"
665,"['auvatamtomo', 'in', datetime.datetime(2019, 11, 5, 5, 45, 33), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'HE(ART)']"
